vessel_name,capacity_tons,speed_knots,cargo_weight_tons,cargo_ratio,distance_nm,weather_condition,fuel_type,duration_days,fuel_per_day_tons,total_trip_fuel_tons
Vessel D,9000,16.37,4794.0,0.533,3926.1,Calm,Fuel B,10.0,63.93,639.03
Vessel C,4000,16.65,3515.6,0.879,2001.8,Calm,Fuel A,5.01,67.01,335.61
Vessel C,4000,11.8,1542.4,0.386,1539.9,Calm,Fuel B,5.44,18.21,99.0
Vessel A,5000,12.81,1458.0,0.292,2012.9,Calm,Fuel A,6.55,24.25,158.78
Vessel C,4000,8.03,1290.4,0.323,935.0,Moderate,Fuel A,4.85,6.52,31.63
Vessel C,4000,10.04,1625.0,0.406,698.2,Moderate,Fuel A,2.9,12.85,37.22
Vessel D,9000,14.82,1833.2,0.204,1443.0,Moderate,Green Fuel,4.06,49.03,198.89
Vessel B,7000,9.32,2634.1,0.376,392.3,Calm,Fuel A,1.75,10.57,18.54
Vessel A,5000,9.11,3355.5,0.671,3071.5,Calm,Fuel A,14.05,11.91,167.33
Vessel B,7000,19.25,3194.7,0.456,2373.7,Moderate,Green Fuel,5.14,116.38,597.84
Vessel B,7000,13.75,4222.3,0.603,3639.0,Rough,Green Fuel,11.03,56.65,624.8
Vessel B,7000,10.75,6880.6,0.983,3877.1,Rough,Fuel A,15.02,28.58,429.48
Vessel B,7000,20.37,6447.8,0.921,2704.6,Calm,Green Fuel,5.53,164.72,911.1
Vessel B,7000,14.78,2144.3,0.306,3031.1,Moderate,Green Fuel,8.54,48.94,418.14
Vessel A,5000,18.41,3383.7,0.677,421.3,Rough,Fuel A,0.95,116.61,111.2
Vessel D,9000,11.43,5837.4,0.649,977.1,Moderate,Green Fuel,3.56,30.63,109.11
Vessel A,5000,11.49,2328.9,0.466,1078.2,Rough,Green Fuel,3.91,26.79,104.73
Vessel C,4000,16.13,1194.5,0.299,3017.7,Moderate,Green Fuel,7.8,53.04,413.56
Vessel D,9000,15.99,7875.7,0.875,2283.8,Rough,Green Fuel,5.95,111.44,663.06
Vessel B,7000,8.04,2818.1,0.403,2510.9,Calm,Fuel B,13.01,7.11,92.46
Vessel D,9000,17.36,4867.2,0.541,3536.6,Rough,Fuel A,8.49,100.61,854.02
Vessel C,4000,17.06,977.9,0.244,1000.1,Moderate,Green Fuel,2.44,65.32,159.56
Vessel B,7000,17.57,5070.4,0.724,2559.4,Moderate,Fuel A,6.07,106.57,646.98
Vessel C,4000,15.61,1695.8,0.424,3033.5,Moderate,Fuel B,8.1,49.37,399.87
Vessel D,9000,13.85,4653.2,0.517,578.2,Moderate,Fuel A,1.74,45.96,79.92
Vessel B,7000,21.57,6751.9,0.965,2161.3,Moderate,Fuel B,4.17,200.59,837.46
Vessel A,5000,16.04,4602.3,0.92,2666.1,Moderate,Green Fuel,6.93,70.52,488.55
Vessel A,5000,13.02,1932.8,0.387,3887.3,Calm,Green Fuel,12.44,28.24,351.37
Vessel A,5000,12.01,1381.6,0.276,206.3,Rough,Fuel A,0.72,26.95,19.28
Vessel B,7000,10.05,5074.0,0.725,1061.4,Moderate,Fuel A,4.4,16.52,72.66
Vessel C,4000,13.47,2272.4,0.568,3975.8,Calm,Green Fuel,12.3,35.58,437.74
Vessel B,7000,14.77,3544.6,0.506,506.3,Moderate,Fuel A,1.43,52.56,75.08
Vessel C,4000,19.45,1845.1,0.461,3683.2,Moderate,Fuel B,7.89,104.37,823.65
Vessel B,7000,9.56,6120.4,0.874,2052.9,Rough,Fuel A,8.95,20.93,187.34
Vessel D,9000,21.09,4765.1,0.529,1241.4,Moderate,Green Fuel,2.45,168.93,414.28
Vessel A,5000,15.5,3990.8,0.798,1919.4,Rough,Fuel B,5.16,87.65,452.31
Vessel A,5000,20.58,1007.7,0.202,3229.8,Moderate,Green Fuel,6.54,123.52,807.62
Vessel C,4000,14.4,2904.6,0.726,3655.1,Rough,Fuel B,10.58,54.16,572.97
Vessel C,4000,12.69,3058.9,0.765,2334.0,Moderate,Fuel A,7.67,34.06,261.07
Vessel B,7000,18.33,1673.0,0.239,3258.6,Moderate,Fuel B,7.41,75.48,559.1
Vessel A,5000,18.34,3630.5,0.726,444.7,Rough,Green Fuel,1.01,134.31,135.71
Vessel C,4000,12.58,2709.9,0.677,3003.2,Rough,Fuel B,9.95,33.8,336.23
Vessel C,4000,19.97,2647.0,0.662,2594.9,Moderate,Fuel A,5.41,129.8,702.7
Vessel D,9000,10.55,2204.8,0.245,1849.1,Rough,Green Fuel,7.3,21.19,154.74
Vessel C,4000,17.77,3417.2,0.854,712.2,Calm,Fuel B,1.67,75.85,126.68
Vessel C,4000,11.49,934.2,0.234,447.9,Calm,Fuel A,1.62,15.24,24.75
Vessel D,9000,8.98,8061.3,0.896,3534.4,Moderate,Green Fuel,16.39,17.96,294.33
Vessel C,4000,12.48,3670.5,0.918,501.8,Rough,Fuel A,1.67,43.06,72.12
Vessel C,4000,12.25,3353.7,0.838,1288.6,Rough,Fuel A,4.38,35.49,155.49
Vessel D,9000,17.92,8308.5,0.923,2638.7,Calm,Fuel A,6.14,113.69,697.62
Vessel D,9000,16.71,2173.5,0.242,2914.6,Calm,Green Fuel,7.27,68.74,499.48
Vessel A,5000,12.2,4281.8,0.856,3734.6,Calm,Green Fuel,12.76,33.6,428.68
Vessel D,9000,18.67,7279.3,0.809,2333.5,Moderate,Fuel B,5.21,130.87,681.64
Vessel A,5000,8.94,4560.7,0.912,1003.5,Rough,Green Fuel,4.68,17.0,79.56
Vessel D,9000,12.64,8821.0,0.98,1998.1,Moderate,Fuel A,6.59,40.11,264.16
Vessel D,9000,16.0,5576.7,0.62,2434.8,Moderate,Fuel B,6.34,63.79,404.46
Vessel A,5000,20.99,4433.6,0.887,3685.0,Calm,Fuel B,7.32,138.79,1015.28
Vessel A,5000,12.62,3559.8,0.712,217.5,Moderate,Green Fuel,0.72,38.34,27.53
Vessel D,9000,14.12,8638.9,0.96,1849.0,Calm,Green Fuel,5.45,61.08,333.19
Vessel C,4000,17.46,1387.6,0.347,3419.9,Moderate,Fuel B,8.16,61.14,498.9
Vessel D,9000,17.23,7380.7,0.82,1078.3,Calm,Fuel A,2.61,84.44,220.14
Vessel A,5000,12.16,1440.3,0.288,1674.3,Calm,Green Fuel,5.74,22.67,129.99
Vessel B,7000,15.94,3224.9,0.461,1324.5,Moderate,Green Fuel,3.46,71.54,247.71
Vessel A,5000,21.13,2138.0,0.428,3763.0,Moderate,Green Fuel,7.42,143.94,1068.0
Vessel B,7000,20.39,1849.4,0.264,3976.1,Moderate,Green Fuel,8.12,129.88,1055.12
Vessel A,5000,8.18,2478.7,0.496,2082.1,Calm,Fuel B,10.61,7.18,76.17
Vessel D,9000,10.07,3983.9,0.443,2274.1,Calm,Fuel B,9.41,12.78,120.25
Vessel A,5000,9.34,1829.2,0.366,3467.8,Calm,Fuel B,15.47,9.49,146.9
Vessel C,4000,21.34,2800.0,0.7,1013.2,Moderate,Green Fuel,1.98,179.56,355.22
Vessel D,9000,17.05,6349.9,0.706,2996.1,Calm,Green Fuel,7.32,87.2,638.6
Vessel C,4000,14.46,3394.4,0.849,1899.0,Rough,Fuel A,5.47,57.43,314.37
Vessel B,7000,9.01,3357.1,0.48,3867.0,Moderate,Fuel A,17.89,12.89,230.5
Vessel A,5000,16.77,4732.1,0.946,3812.8,Rough,Fuel A,9.47,99.0,937.65
Vessel C,4000,9.48,3468.8,0.867,928.3,Rough,Fuel A,4.08,16.82,68.58
Vessel C,4000,16.25,3307.6,0.827,652.2,Calm,Fuel A,1.67,59.31,99.18
Vessel B,7000,18.42,3196.4,0.457,1943.2,Rough,Green Fuel,4.4,129.27,568.32
Vessel D,9000,8.15,7509.0,0.834,2206.7,Moderate,Fuel A,11.28,12.59,142.05
Vessel D,9000,20.47,4936.7,0.549,3454.9,Rough,Fuel B,7.03,155.44,1092.93
Vessel C,4000,13.85,3856.2,0.964,2839.8,Calm,Fuel B,8.54,41.01,350.32
Vessel B,7000,11.26,4286.1,0.612,790.4,Moderate,Fuel B,2.92,24.85,72.67
Vessel B,7000,21.91,4747.8,0.678,3091.5,Calm,Fuel A,5.88,185.18,1088.87
Vessel A,5000,8.7,2900.4,0.58,2988.5,Calm,Fuel B,14.31,7.73,110.66
Vessel D,9000,21.63,6804.9,0.756,3002.4,Moderate,Fuel B,5.78,189.69,1096.98
Vessel B,7000,15.84,2174.0,0.311,3775.8,Rough,Fuel A,9.93,68.1,676.25
Vessel A,5000,21.48,2766.1,0.553,1030.6,Calm,Green Fuel,2.0,147.28,294.42
Vessel C,4000,16.64,3912.4,0.978,3879.5,Moderate,Fuel B,9.71,75.46,732.92
Vessel B,7000,12.46,4249.8,0.607,1178.1,Calm,Green Fuel,3.94,33.67,132.7
Vessel C,4000,8.06,1933.3,0.483,946.8,Calm,Fuel A,4.9,6.54,32.03
Vessel B,7000,18.96,5650.2,0.807,3110.3,Moderate,Fuel A,6.84,135.07,923.22
Vessel A,5000,13.71,4286.0,0.857,2017.8,Moderate,Fuel B,6.13,46.92,287.78
Vessel D,9000,10.58,2254.9,0.251,3853.2,Rough,Fuel B,15.17,20.31,308.12
Vessel C,4000,19.77,1387.4,0.347,504.5,Rough,Green Fuel,1.06,127.11,135.19
Vessel B,7000,8.61,3132.0,0.447,1209.5,Calm,Green Fuel,5.85,10.83,63.42
Vessel B,7000,19.22,3586.9,0.512,3465.6,Moderate,Fuel B,7.51,116.0,871.36
Vessel B,7000,11.11,5554.4,0.793,2835.7,Calm,Green Fuel,10.64,24.83,264.13
Vessel B,7000,11.32,5325.6,0.761,593.2,Calm,Fuel A,2.18,25.72,56.17
Vessel A,5000,19.7,3887.4,0.777,2671.4,Calm,Fuel A,5.65,119.18,673.29
Vessel C,4000,14.33,1304.1,0.326,804.7,Moderate,Green Fuel,2.34,37.68,88.14
Vessel A,5000,10.69,4287.5,0.857,3124.4,Calm,Fuel A,12.17,18.8,228.9
Vessel C,4000,16.76,1785.7,0.446,2229.7,Calm,Fuel B,5.54,55.77,309.22
Vessel A,5000,10.04,2241.1,0.448,2160.7,Calm,Green Fuel,8.97,14.09,126.34
Vessel B,7000,12.75,4707.0,0.672,1346.2,Moderate,Fuel A,4.4,34.84,153.26
Vessel C,4000,20.37,3253.8,0.813,2105.3,Calm,Fuel A,4.31,134.59,579.53
Vessel C,4000,17.37,3232.1,0.808,3484.8,Rough,Green Fuel,8.36,122.09,1020.53
Vessel B,7000,16.22,3133.9,0.448,1526.4,Moderate,Green Fuel,3.92,74.4,291.8
Vessel C,4000,20.6,1055.5,0.264,438.2,Rough,Green Fuel,0.89,141.13,125.07
Vessel A,5000,19.36,4326.6,0.865,461.2,Calm,Fuel B,0.99,107.57,106.76
Vessel C,4000,14.56,3996.1,0.999,2757.9,Calm,Green Fuel,7.89,55.04,434.3
Vessel A,5000,10.99,1067.5,0.213,876.6,Moderate,Fuel A,3.32,15.47,51.43
Vessel B,7000,19.11,1740.5,0.249,545.7,Moderate,Fuel A,1.19,90.06,107.15
Vessel D,9000,8.95,4576.6,0.509,1495.2,Calm,Green Fuel,6.96,11.08,77.11
Vessel B,7000,10.76,4773.4,0.682,2795.3,Moderate,Green Fuel,10.82,25.39,274.7
Vessel D,9000,11.63,6754.9,0.751,2956.3,Calm,Fuel A,10.59,26.95,285.45
Vessel D,9000,19.42,4901.7,0.545,3958.9,Moderate,Fuel B,8.5,120.55,1024.09
Vessel D,9000,17.2,5963.1,0.663,2763.0,Rough,Green Fuel,6.69,126.84,849.13
Vessel C,4000,9.65,996.4,0.249,3919.5,Calm,Green Fuel,16.92,10.67,180.57
Vessel A,5000,18.43,4885.3,0.977,3868.8,Rough,Green Fuel,8.75,149.41,1306.61
Vessel D,9000,11.58,3073.1,0.341,1063.5,Moderate,Fuel B,3.83,24.44,93.5
Vessel A,5000,11.36,4328.4,0.866,1521.0,Moderate,Fuel B,5.58,26.64,148.63
Vessel B,7000,18.01,5667.0,0.81,529.3,Rough,Green Fuel,1.22,142.26,174.22
Vessel C,4000,9.09,2643.1,0.661,1756.3,Moderate,Fuel A,8.05,11.3,90.94
Vessel B,7000,12.57,1801.3,0.257,1522.6,Calm,Green Fuel,5.05,27.36,138.11
Vessel C,4000,10.18,824.7,0.206,3195.6,Calm,Green Fuel,13.07,13.13,171.7
Vessel C,4000,14.04,1969.3,0.492,2519.0,Moderate,Fuel A,7.48,39.1,292.42
Vessel A,5000,17.09,2750.9,0.55,998.8,Rough,Green Fuel,2.43,92.29,224.66
Vessel B,7000,14.25,5980.7,0.854,3960.4,Moderate,Fuel A,11.58,49.19,569.5
Vessel B,7000,20.89,6015.5,0.859,1504.7,Calm,Fuel B,3.0,155.58,466.98
Vessel B,7000,19.82,1807.8,0.258,711.3,Calm,Fuel A,1.5,95.62,142.98
Vessel D,9000,11.69,6216.3,0.691,922.2,Calm,Green Fuel,3.29,29.24,96.14
Vessel A,5000,13.73,1782.0,0.356,621.0,Rough,Green Fuel,1.88,47.08,88.74
Vessel B,7000,11.24,4960.2,0.709,1082.7,Moderate,Fuel B,4.01,25.53,102.48
Vessel D,9000,20.86,8858.4,0.984,1465.9,Moderate,Green Fuel,2.93,184.18,539.31
Vessel D,9000,14.38,7692.4,0.855,2813.6,Calm,Green Fuel,8.15,64.76,527.74
Vessel C,4000,11.05,1386.4,0.347,1068.1,Moderate,Fuel A,4.03,16.53,66.61
Vessel D,9000,20.24,6252.8,0.695,990.1,Moderate,Fuel A,2.04,142.83,291.14
Vessel D,9000,10.91,8730.2,0.97,1424.8,Rough,Fuel A,5.44,31.74,172.74
Vessel A,5000,8.81,2940.7,0.588,3460.5,Rough,Fuel B,16.36,11.8,193.1
Vessel A,5000,21.97,3127.9,0.626,2825.6,Calm,Fuel A,5.36,147.95,792.76
Vessel B,7000,12.36,4248.6,0.607,998.4,Calm,Fuel A,3.37,31.0,104.36
Vessel A,5000,15.6,1253.8,0.251,3262.4,Moderate,Green Fuel,8.71,52.58,458.18
Vessel A,5000,18.25,1351.9,0.27,2926.4,Moderate,Fuel B,6.68,72.96,487.48
Vessel D,9000,21.2,5420.7,0.602,1719.8,Rough,Fuel B,3.38,203.57,688.16
Vessel C,4000,9.1,1361.2,0.34,823.1,Calm,Fuel B,3.77,8.85,33.35
Vessel A,5000,17.03,4936.5,0.987,3921.9,Rough,Fuel A,9.6,105.06,1008.16
Vessel B,7000,8.0,6389.8,0.913,1915.8,Moderate,Green Fuel,9.97,11.78,117.52
Vessel C,4000,13.29,3757.8,0.939,3669.9,Moderate,Green Fuel,11.5,50.22,577.63
Vessel A,5000,8.65,3431.1,0.686,2324.6,Calm,Fuel B,11.2,9.93,111.14
Vessel C,4000,15.73,805.5,0.201,3614.3,Moderate,Green Fuel,9.57,51.09,489.09
Vessel C,4000,12.17,1514.1,0.379,3809.2,Calm,Fuel A,13.04,18.85,245.76
Vessel B,7000,10.76,1669.7,0.239,2468.3,Moderate,Green Fuel,9.56,18.85,180.14
Vessel C,4000,14.76,3575.1,0.894,1529.0,Calm,Fuel B,4.32,44.77,193.23
Vessel B,7000,15.45,1772.4,0.253,1239.6,Moderate,Green Fuel,3.34,61.31,204.95
Vessel A,5000,18.07,1362.2,0.272,1918.2,Rough,Fuel B,4.42,94.17,416.6
Vessel C,4000,8.18,1754.3,0.439,361.7,Rough,Fuel A,1.84,7.87,14.5
Vessel B,7000,18.15,2681.5,0.383,2397.2,Calm,Green Fuel,5.5,90.38,497.28
Vessel B,7000,19.21,3382.4,0.483,3918.6,Moderate,Fuel B,8.5,102.24,868.83
Vessel C,4000,9.27,3285.7,0.821,1876.8,Calm,Green Fuel,8.43,13.04,109.94
Vessel A,5000,13.41,2874.8,0.575,1071.1,Moderate,Green Fuel,3.33,40.35,134.28
Vessel C,4000,15.26,1911.9,0.478,3234.3,Moderate,Green Fuel,8.83,51.81,457.42
Vessel D,9000,13.29,8957.3,0.995,534.9,Calm,Green Fuel,1.68,51.65,86.62
Vessel B,7000,17.91,3804.3,0.543,1545.1,Calm,Green Fuel,3.6,94.25,338.88
Vessel C,4000,17.32,2500.2,0.625,3409.0,Calm,Green Fuel,8.2,80.41,659.59
Vessel D,9000,14.61,6201.9,0.689,2553.5,Calm,Green Fuel,7.28,59.28,431.61
Vessel D,9000,15.63,5779.4,0.642,1552.4,Rough,Fuel A,4.14,81.37,336.8
Vessel C,4000,16.49,1340.7,0.335,2422.2,Rough,Fuel B,6.12,62.15,380.37
Vessel D,9000,21.17,3976.6,0.442,3505.8,Rough,Green Fuel,6.9,214.08,1477.13
Vessel B,7000,12.02,1554.0,0.222,786.0,Calm,Fuel A,2.73,21.01,57.27
Vessel D,9000,10.72,4618.0,0.513,1251.6,Rough,Fuel B,4.87,25.95,126.29
Vessel B,7000,13.75,2704.8,0.386,2206.5,Calm,Fuel B,6.69,39.23,262.28
Vessel B,7000,12.88,2514.0,0.359,3855.0,Rough,Green Fuel,12.47,42.66,531.9
Vessel D,9000,10.78,5431.3,0.603,3810.9,Moderate,Green Fuel,14.73,24.26,357.3
Vessel D,9000,14.77,2041.0,0.227,2518.7,Rough,Green Fuel,7.1,59.49,422.64
Vessel B,7000,19.08,4437.8,0.634,2921.2,Moderate,Green Fuel,6.38,137.23,875.27
Vessel B,7000,14.15,1537.1,0.22,3049.7,Calm,Fuel B,8.98,30.51,273.91
Vessel C,4000,19.69,2524.6,0.631,1912.1,Calm,Green Fuel,4.05,111.51,451.25
Vessel B,7000,13.8,3269.4,0.467,1782.4,Moderate,Green Fuel,5.38,43.51,234.22
Vessel D,9000,18.85,8168.1,0.908,2294.5,Calm,Fuel A,5.07,129.49,656.73
Vessel D,9000,16.17,5284.1,0.587,2591.5,Calm,Fuel B,6.68,59.78,399.3
Vessel A,5000,16.18,2088.9,0.418,2060.9,Rough,Fuel A,5.31,71.03,376.91
Vessel C,4000,20.18,3411.9,0.853,2655.5,Calm,Fuel B,5.48,123.84,678.99
Vessel B,7000,15.98,4732.0,0.676,3580.6,Calm,Fuel A,9.33,72.19,673.84
Vessel B,7000,21.53,2107.1,0.301,1398.0,Calm,Fuel B,2.71,126.98,343.5
Vessel C,4000,11.87,3805.0,0.951,422.8,Calm,Fuel B,1.48,24.49,36.35
Vessel A,5000,16.91,4167.4,0.833,1872.7,Calm,Fuel B,4.61,71.93,331.88
Vessel B,7000,18.46,4753.7,0.679,856.4,Calm,Green Fuel,1.93,122.29,236.4
Vessel D,9000,13.97,3468.4,0.385,3918.1,Calm,Fuel B,11.69,35.42,413.93
Vessel B,7000,19.14,3910.4,0.559,3360.5,Calm,Green Fuel,7.32,119.88,877.12
Vessel B,7000,17.73,1579.8,0.226,2911.4,Moderate,Fuel B,6.84,72.23,494.08
Vessel D,9000,20.78,3946.2,0.438,3732.8,Moderate,Fuel A,7.48,142.46,1066.29
Vessel D,9000,19.6,7010.6,0.779,2839.8,Rough,Green Fuel,6.04,199.17,1202.3
Vessel C,4000,14.31,1638.4,0.41,2642.1,Calm,Fuel A,7.7,33.73,259.58
Vessel B,7000,10.07,3308.9,0.473,2881.4,Calm,Fuel A,11.93,13.74,163.91
Vessel C,4000,11.05,2203.1,0.551,756.8,Moderate,Fuel B,2.85,18.87,53.86
Vessel D,9000,21.14,2571.5,0.286,1800.7,Calm,Green Fuel,3.55,150.54,534.27
Vessel C,4000,21.67,2112.4,0.528,2674.4,Calm,Fuel B,5.14,128.29,659.8
Vessel C,4000,19.29,2508.7,0.627,2694.8,Moderate,Green Fuel,5.82,125.34,729.58
Vessel D,9000,11.42,3164.4,0.352,578.8,Rough,Green Fuel,2.11,28.71,60.65
Vessel A,5000,16.61,2790.2,0.558,3386.6,Calm,Green Fuel,8.49,66.86,567.95
Vessel B,7000,8.43,2103.7,0.301,550.0,Calm,Fuel A,2.72,7.93,21.56
Vessel B,7000,14.15,2223.7,0.318,1909.6,Calm,Fuel B,5.62,36.32,204.18
Vessel A,5000,13.66,3221.2,0.644,1701.4,Calm,Green Fuel,5.19,42.03,218.18
Vessel D,9000,20.08,2159.1,0.24,1499.3,Rough,Green Fuel,3.11,130.41,405.7
Vessel B,7000,19.33,5331.8,0.762,2811.5,Calm,Fuel A,6.06,123.51,748.38
Vessel A,5000,14.25,3940.5,0.788,1841.3,Calm,Fuel A,5.38,46.37,249.56
Vessel C,4000,20.82,1538.7,0.385,3466.0,Calm,Fuel B,6.94,114.52,794.53
Vessel A,5000,20.54,3722.2,0.744,2470.1,Moderate,Fuel B,5.01,137.87,690.84
Vessel D,9000,16.89,7622.0,0.847,2831.6,Calm,Fuel B,6.98,83.73,584.8
Vessel C,4000,12.75,1597.1,0.399,3834.6,Moderate,Green Fuel,12.53,30.17,378.08
Vessel D,9000,16.46,8754.0,0.973,1105.9,Rough,Fuel B,2.8,112.45,314.79
Vessel D,9000,21.4,6406.8,0.712,3391.2,Calm,Green Fuel,6.6,196.66,1298.73
Vessel B,7000,11.29,5757.8,0.823,351.0,Calm,Green Fuel,1.3,26.08,33.78
Vessel D,9000,10.59,6099.3,0.678,1967.2,Rough,Fuel B,7.74,24.85,192.37
Vessel C,4000,12.97,1325.9,0.331,2569.8,Moderate,Fuel A,8.25,24.56,202.71
Vessel A,5000,17.52,2173.3,0.435,3948.4,Moderate,Fuel A,9.39,75.38,707.93
Vessel D,9000,8.16,7346.0,0.816,1857.5,Moderate,Green Fuel,9.49,12.21,115.87
Vessel D,9000,8.59,3185.6,0.354,2466.1,Moderate,Green Fuel,11.97,10.0,119.62
Vessel C,4000,12.32,3042.2,0.761,217.4,Rough,Green Fuel,0.73,38.7,28.44
Vessel A,5000,21.72,4932.9,0.987,2218.6,Calm,Fuel A,4.26,178.15,758.32
Vessel B,7000,16.66,6437.2,0.92,921.4,Calm,Fuel B,2.3,75.71,174.44
Vessel A,5000,8.59,3016.2,0.603,1662.4,Calm,Green Fuel,8.07,9.49,76.57
Vessel A,5000,12.23,1179.7,0.236,2908.3,Moderate,Fuel B,9.91,19.09,189.07
Vessel C,4000,16.64,3680.1,0.92,2107.2,Moderate,Fuel B,5.28,76.4,403.06
Vessel A,5000,8.92,1401.5,0.28,1955.5,Calm,Fuel A,9.14,9.03,82.52
Vessel C,4000,14.35,2258.3,0.565,1838.5,Moderate,Green Fuel,5.34,44.52,237.68
Vessel A,5000,15.44,3508.9,0.702,2282.7,Moderate,Green Fuel,6.16,62.48,384.85
Vessel A,5000,8.47,2351.4,0.47,2543.3,Moderate,Green Fuel,12.51,10.11,126.47
Vessel A,5000,10.16,1227.7,0.246,3570.2,Moderate,Green Fuel,14.64,14.41,211.01
Vessel C,4000,8.14,2120.4,0.53,1374.6,Rough,Fuel B,7.03,9.41,66.21
Vessel A,5000,19.71,4490.5,0.898,752.5,Calm,Fuel A,1.59,127.42,202.7
Vessel D,9000,16.33,4399.2,0.489,3553.3,Rough,Fuel B,9.07,82.44,747.54
Vessel A,5000,10.42,3465.6,0.693,2978.6,Moderate,Fuel B,11.91,18.2,216.68
Vessel D,9000,13.91,2498.9,0.278,3920.5,Calm,Fuel B,11.75,35.88,421.51
Vessel A,5000,10.22,3804.7,0.761,1596.9,Moderate,Fuel B,6.51,17.59,114.48
Vessel B,7000,15.8,6643.1,0.949,2506.7,Calm,Fuel A,6.61,68.88,455.36
Vessel A,5000,21.5,3717.6,0.744,1498.0,Rough,Green Fuel,2.9,195.9,568.84
Vessel D,9000,14.22,8859.5,0.984,1393.3,Calm,Fuel A,4.08,60.09,245.29
Vessel B,7000,16.5,5128.3,0.733,1276.3,Calm,Fuel B,3.22,70.17,226.11
Vessel D,9000,21.04,6349.7,0.706,2662.3,Moderate,Green Fuel,5.27,189.14,997.36
Vessel B,7000,14.52,6754.9,0.965,1976.3,Rough,Fuel A,5.67,74.55,422.69
Vessel C,4000,18.23,3117.4,0.779,3204.5,Moderate,Fuel B,7.33,110.97,812.93
Vessel A,5000,11.71,2537.7,0.508,238.5,Calm,Fuel B,0.85,22.09,18.74
Vessel B,7000,15.6,1454.9,0.208,3881.5,Moderate,Fuel B,10.37,48.59,503.76
Vessel C,4000,8.58,2987.5,0.747,875.0,Rough,Green Fuel,4.25,13.27,56.41
Vessel A,5000,13.54,1128.0,0.226,3384.0,Moderate,Fuel B,10.42,29.68,309.2
Vessel C,4000,14.3,1575.8,0.394,1115.0,Moderate,Fuel A,3.25,35.48,115.27
Vessel A,5000,18.94,2841.6,0.568,1960.4,Rough,Fuel A,4.31,115.69,498.8
Vessel D,9000,16.22,3988.5,0.443,3870.0,Calm,Fuel B,9.94,58.17,578.26
Vessel A,5000,17.91,1802.6,0.361,880.9,Calm,Fuel A,2.05,71.75,147.07
Vessel D,9000,11.93,4778.1,0.531,3868.8,Moderate,Fuel A,13.52,25.81,348.79
Vessel D,9000,17.61,4338.4,0.482,227.3,Rough,Fuel B,0.54,97.58,52.49
Vessel C,4000,20.27,3501.8,0.875,2772.2,Calm,Fuel B,5.7,122.92,700.54
Vessel B,7000,20.09,5713.8,0.816,958.6,Moderate,Fuel A,1.99,147.93,294.08
Vessel D,9000,19.5,5153.7,0.573,1155.6,Calm,Green Fuel,2.47,116.61,287.94
Vessel A,5000,19.42,2811.9,0.562,3620.7,Moderate,Fuel A,7.77,117.76,914.95
Vessel B,7000,21.08,6056.9,0.865,2049.6,Rough,Green Fuel,4.05,240.83,975.42
Vessel C,4000,15.6,1629.2,0.407,2422.8,Calm,Fuel A,6.47,44.03,284.92
Vessel D,9000,13.41,8168.9,0.908,501.9,Rough,Fuel B,1.56,51.88,80.89
Vessel D,9000,14.66,4739.7,0.527,3335.5,Calm,Fuel A,9.48,43.97,416.97
Vessel D,9000,15.11,1974.5,0.219,1501.6,Moderate,Fuel A,4.14,41.83,173.25
Vessel D,9000,17.81,2804.1,0.312,1214.2,Moderate,Fuel A,2.84,83.6,237.44
Vessel D,9000,16.76,1810.4,0.201,1595.5,Calm,Fuel A,3.97,54.48,216.15
Vessel D,9000,8.05,3825.1,0.425,3345.8,Rough,Fuel B,17.33,9.99,173.03
Vessel D,9000,11.41,7669.6,0.852,1682.8,Calm,Green Fuel,6.14,30.57,187.84
Vessel B,7000,9.45,4309.8,0.616,1302.9,Moderate,Green Fuel,5.74,15.06,86.5
Vessel A,5000,21.8,3857.4,0.771,1341.6,Rough,Green Fuel,2.56,226.82,581.55
Vessel D,9000,11.89,5504.8,0.612,2337.0,Moderate,Green Fuel,8.19,32.53,266.36
Vessel A,5000,8.61,4426.9,0.885,232.2,Calm,Fuel A,1.12,10.2,11.45
Vessel B,7000,16.85,1823.9,0.261,748.6,Moderate,Fuel A,1.85,61.25,113.35
Vessel D,9000,11.38,4821.5,0.536,330.9,Calm,Fuel A,1.21,23.31,28.23
Vessel B,7000,8.28,2507.8,0.358,2163.4,Moderate,Fuel B,10.89,8.45,92.07
Vessel D,9000,14.83,3502.5,0.389,3808.8,Moderate,Fuel B,10.7,53.31,570.55
Vessel A,5000,9.01,3774.3,0.755,1620.4,Moderate,Fuel B,7.5,11.24,84.29
Vessel C,4000,21.78,2260.0,0.565,3485.8,Calm,Fuel B,6.67,134.44,896.49
Vessel D,9000,15.7,4025.5,0.447,1112.4,Moderate,Green Fuel,2.95,76.03,224.47
Vessel A,5000,19.82,2876.9,0.575,2954.9,Rough,Fuel B,6.21,140.41,872.04
Vessel B,7000,14.23,2922.7,0.418,3232.5,Rough,Fuel A,9.46,47.77,452.1
Vessel C,4000,21.42,922.2,0.231,413.7,Rough,Green Fuel,0.8,151.25,121.71
Vessel A,5000,20.43,4292.9,0.859,1646.7,Calm,Fuel A,3.36,149.09,500.59
Vessel C,4000,18.47,3487.8,0.872,1675.2,Rough,Fuel A,3.78,131.16,495.57
Vessel A,5000,14.92,1166.7,0.233,852.7,Calm,Fuel B,2.38,31.66,75.37
